
vulnus
v,0.0155945419103,22074.938598859608,0.0,3.141592653589793,469.69997645104706,4217665.982948647,0.05083302255144466,1999.2618425485275,37369042.41991877,1.8039145147079767,
v,0.00974658869396,48740.500675121526,0.0,3.141592653589793,690.2503085043405,11646786.106043335,-0.05521002310683851,3342.205950813474,130622471.21935531,1.8057580609758104,
v,0.0175438596491,234827.52724418274,0.656920077973,3.1266556335385944,4544.256479632276,419427828.345123,0.08886430564256913,19969.41564974907,3973276324.003171,1.7818583717828063,
v,0.00779727095517,292196.2443513105,0.0,3.141592653589793,7805.667280753037,626645022.0867441,-0.015450571691914616,23784.797253475284,5011290403.054748,1.8178123533179025,
v,0.00779727095517,482355.8525822654,0.0,3.141592653589793,8786.567010163995,1121816415.737023,-0.003238724969038803,32320.468064570494,12110660868.518799,1.8521776290171488,
v,0.00779727095517,557987.3838925577,0.0,3.141592653589793,10160.295302203314,1457918889.305693,-0.07814476972943848,36806.07679008615,16314002936.712355,1.791238389510894,
v,0.00779727095517,790820.656323026,0.865497076023,3.140873784950798,10933.317253651661,2266995946.0403585,-0.05249220107152524,46340.6788887621,30566227050.27951,1.8434653096874167,
v,0.00779727095517,1249238.5877552931,0.998050682261,3.141592653589793,13923.252494745511,5373882329.874082,0.005261268386022705,71972.39310903622,76740947442.08221,1.8007233866347363,
v,0.00779727095517,1299245.486529782,0.998050682261,3.141592653589793,13420.858052453927,5349807158.355305,0.027148322155107332,71900.54052294175,79271380601.55464,1.807685724272129,
v,0.00779727095517,1484823.3693992044,0.0,3.141592653589793,14251.221623022557,7014157123.142256,0.013277724021936702,82529.1451875866,104028192228.16866,1.7986912853114854,
v,0.00779727095517,1424785.3084717155,0.998050682261,3.141592653589793,14728.657201324804,6505622594.703975,0.015715366816987347,79301.25630625176,95225580146.12207,1.8138584810956186,
u,0.00779727095517,1320149.3759349226,0.0,3.141592653589793,14879.635538701232,5703431592.083445,0.04629007720275207,74040.7187858064,81646546827.25401,1.7944169890635278,
u,0.00779727095517,1125365.3071651943,0.0,3.141592653589793,14922.8740058788,4655580989.253216,0.013304165530038341,66579.943080915,62291572431.21979,1.789390395263034,
u,0.00974658869396,959846.2611334281,0.668615984405,3.1322576281112875,17822.969292883805,4682815449.628604,0.043788829239343324,66069.33642177378,52977855578.52039,1.7953560201056102,
